id,name,brand_id,cached_brand,image,rating,content,creator_id,phantom,is_brand,created_at,updated_at,preview,slang,default_display,opts
166,ASSO,,,asso.png,,"<p>
	&nbsp;</p>
<p class=""p1"">
	Страна: Италия</p>
<p class=""p2"">
	<span class=""s1"">Сайт: <a href=""http://www.assomarmitte.com/""><span class=""s2"">http://www.assomarmitte.com/</span></a></span></p>
<p class=""p2"">
	<span class=""s1"">Онлайн каталог: <a href=""http://asso.fourlabsweb.com/""><span class=""s2"">http://asso.fourlabsweb.com/</span></a></span></p>
<p class=""p3"">
	Предприятие по производству выхлопных систем автомобиля и элементов к ним ASSO основано в 1963 году. Благодаря многолетним усилиям квалифицированного персонала и удачливых менеджеров, сейчас фирма ASSO представляет собой одно из самых современных промышленных производств и является гордостью индустриального севера Италии. Продукция ASSO поставляет на многие заводы по выпуску выхлопных трактов для автомобильных двигателей в США, Германии и Франции, откуда она выходит с лейблами многих известных мировых фирм. последнее время на заводе внедрены новейшие технологии производства &mdash; от корпусного стального листа с двойной алюминизацией, до особого, разработанного собственными силами и отвечающего всем современным требованиям наполнителя для глушителей. Качество выпускаемой продукции подтверждено соответствующими сертификатами Министерства транспорта Италии и Европейской системы ISO 9002. Спортивная серия &mdash; особая гордость фирмы ASSO. В производстве ASSO SPORT используется нержавеющая сталь, подвергнутая специальной запатентованной обработке INOX. Хорошо продуманные особенности внутренней конструкции позволяют получить на выходе неповторимый спортивный звук, а знаменитый итальянский дизайн этих изделий пользуется успехом во всем мире</p>
<p class=""p3"">
	&nbsp;</p>
<p class=""p3"">
	&nbsp;</p>
<p class=""p3"">
	&nbsp;</p>
<p class=""p1"">
	&nbsp;</p>
<div class=""post-description"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: rgb(22, 22, 22); color: rgb(68, 68, 68); line-height: 18px; "">
	<h1 class=""title"" style=""margin: 0px; padding: 0px 0px 1px; border: 0px; outline: 0px; font-size: 21px; vertical-align: baseline; background-color: transparent; color: rgb(168, 40, 0); line-height: 1em; font-weight: normal; font-family: Arial, sans-serif; background-position: initial initial; background-repeat: initial initial; "">
		Asso</h1>
</div>
<div class=""clear"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: rgb(22, 22, 22); clear: both; color: rgb(68, 68, 68); line-height: 18px; "">
	&nbsp;</div>
<div class=""entry-content"" style=""margin: 0px; padding: 5px 0px 0px; border: 0px; outline: 0px; font-size: 13px; vertical-align: baseline; background-color: rgb(22, 22, 22); line-height: 15px; text-align: justify; color: rgb(68, 68, 68); "">
	<div class=""entrypicratingbox"" style=""margin: 0px 0px 0px 10px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; width: 215px; float: right; "">
		<div class=""post-thumbnail"" style=""margin: 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; height: 220px; width: 220px; "">
			<img alt=""Asso"" class=""post-thumb wp-post-image"" height=""200"" src=""http://autozapchasti24.ru/wp-content/uploads/2011/11/Asso.gif"" style=""margin: 0px; padding: 0px; border: 0px solid rgb(49, 158, 221); outline: 0px; vertical-align: baseline; background-color: transparent; border-top-left-radius: 5px; border-top-right-radius: 5px; border-bottom-right-radius: 5px; border-bottom-left-radius: 5px; display: block; height: 215px; width: 215px; "" title=""Asso"" width=""200"" /></div>
		<div class=""entrypicratingstars"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; width: 215px; clear: both; "">
			&nbsp;</div>
	</div>
	<p style=""margin: 0px; padding: 6px 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 20px; "">
		Предприятие по производству выхлопных систем автомобиля и элементов к ним ASSO основано в 1963 году. Благодаря многолетним усилиям квалифицированного персонала и удачливых менеджеров, сейчас фирма ASSO представляет собой одно из самых современных промышленных производств и является гордостью индустриального севера Италии. Продукция ASSO поставляет на многие заводы по&nbsp;выпуску выхлопных трактов для автомобильных двигателей в США, Германии и Франции, откуда она выходит с лейблами многих известных мировых фирм. последнее время на заводе внедрены новейшие технологии производства &mdash; от корпусного стального листа с двойной алюминизацией, до особого, разработанного собственными силами и отвечающего всем современным требованиям наполнителя для глушителей. Качество выпускаемой продукции подтверждено соответствующими сертификатами Министерства транспорта Италии и Европейской системы ISO 9002. Спортивная серия &mdash; особая гордость фирмы ASSO. В производстве ASSO SPORT используется нержавеющая сталь, подвергнутая специальной запатентованной обработке INOX. Хорошо продуманные особенности внутренней конструкции позволяют получить на выходе неповторимый спортивный звук, а знаменитый итальянский дизайн этих изделий пользуется успехом во всем мире.</p>
	<p style=""margin: 0px; padding: 6px 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 20px; "">
		<strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; ""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; "">Страна:</strong>&nbsp;</strong>Италия<br />
		<strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; ""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; "">Сайт производителя:</strong>&nbsp;</strong>http://www.assomarmitte.com/<br />
		<strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; ""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; "">Каталог Online:</strong>&nbsp;</strong>http://www.assomarmitte.com/</p>
</div>
<p>
	&nbsp;</p>
",,f,t,2014-02-07 12:04:41.057,2014-03-31 20:40:32.135667,,,,{}
167,BRECK,,,breck.png,,"<p>
	&nbsp;</p>
<p class=""p1"">
	Страна: Польша</p>
<p class=""p2"">
	<span class=""s1"">Сайт: <a href=""http://www.breck.pl/""><span class=""s2"">http://www.breck.pl/</span></a></span></p>
<p class=""p2"">
	<span class=""s1"">Онлайн каталог: <a href=""http://www.breck.pl/""><span class=""s2"">http://www.breck.pl/</span></a></span></p>
<p class=""p3"">
	Марка BRECK вышла на рынок в 2004 году, она принадлежит компании LUMAG - польскому производителю тормозных колодок и фрикционных материалов, выпускающему продукцию уже более 15 лет. LUMAG постоянно осуществляет инвестирование фирмы и увеличение ее производственной мощности. В течение последних трех лет фирма выделила более 3,7 миллиона евро на покупку и внедрение современных технологий и производственного оборудования с цифровым управлением (особенно для производства тормозных колодок для легковых автомобилей). В каждом году производственные конвейерные ленты покидают более 3 миллионов фрикционных накладок и около 2 миллионов тормозных колодок</p>
",,f,t,2014-02-07 12:04:41.093,2014-03-31 20:40:32.182638,,,,{}
168,CARDONE,,,cardone.png,,"<p>
	&nbsp;</p>
<p class=""p1"">
	Страна: США</p>
<p class=""p2"">
	<span class=""s1"">Сайт: <a href=""http://www.cardone.com/""><span class=""s2"">http://www.cardone.com/</span></a></span></p>
<p class=""p2"">
	<span class=""s1"">Онлайн каталог: <a href=""http://www.cardone.com/English/Club/Products/webcat/sbyapp.asp""><span class=""s2"">http://www.cardone.com/English/Club/Products/webcat/sbyapp.asp</span></a></span></p>
<p class=""p3"">
	Производитель Cardone изготавливает для американских автомобилей рулевые механизмы, гидроусилители руля, валы рулевого управления, компрессоры кондиционера, помпы, карданные валы, полуоси, шарниры равных и неравных угловых скоростей. Компания Cardone принимает старые, изношенные механизмы и восстанавливает их, оставляя нетронутыми лишь корпуса деталей, которые в течении работы механизма не подвергались износу, что значительно удешевляет стоимость детали без потери в качестве и долговечности</p>
<p class=""p3"">
	&nbsp;</p>
<p class=""p3"">
	&nbsp;</p>
<p class=""p1"">
	Cardone Industries &mdash; американская компания, основанная в 1970 году. С момента своего основания, компания выросла из шести сотрудников в одну из крупнейших частных компаний, занимающейся производством автомобильных запчастей. Численность сотрудников составляет около 5000 человек. Cardone имеет 70 производственных линий и предлагает 41000 наименований автозапчастей.</p>
<p class=""p1"">
	<b>Страна: </b>США<br />
	<b>Сайт производителя: </b>http://www.cardone.com/</p>
",,f,t,2014-02-07 12:04:41.128,2014-03-31 20:40:32.22659,,,,{}
169,CX,,,cx.png,,"<p>
	&nbsp;</p>
<p class=""p1"">
	Страна: Польша</p>
<p class=""p2"">
	<span class=""s1"">Сайт: <a href=""http://www.complexab.pl/""><span class=""s2"">http://www.complexab.pl/</span></a></span></p>
<p class=""p2"">
	<span class=""s1"">Онлайн каталог: <a href=""http://www.complexab.pl/home2.php?grupa=ALFA&amp;podgrupa=145&amp;w=1""><span class=""s2"">http://www.complexab.pl/home2.php?grupa=ALFA&amp;podgrupa=145&amp;w=1</span></a></span></p>
<p class=""p3"">
	Компания Complex была основана в Польше в 1994 году. Важный момент в деятельности компании - введение на рынок марки CX &ndash; основного продукта фирмы Complex, который охватывает все типы подшипников и ремкомплектов к ступицам колес. Производство охватывает свыше 5000 типов: втулок подшипников, подшипников качения, колец подшипников, подшипниковых комплектов, ремонтных комплектов к ступицам колес и подшипниковых аксессуаров. Качество CX подтверждено многими сертификатами и справками. Полученный в 2003 г. сертификат ISO 9000:2001 подтверждает, что производство подшипников в фирме происходит согласно самым высоким стандартам</p>
<p class=""p3"">
	&nbsp;</p>
<p class=""p3"">
	&nbsp;</p>
<p class=""p1"">
	Фирма COMPLEX была создана в 1993 году. Развивающаяся в те годы экономика свободного рынка и промышленность создали большой спрос на предлагаемые изделия.&nbsp;С самого начала умелое сочетание наивысшего качества подшипников СХ с широким ассортиментом и установкой на удовлетворение Клиентов обеспечило высокий спрос на продукцию CX.&nbsp;Следующим важным событием в истории компании было решение о расширении деятельности за счет производства частей машин, что увеличило сферу деятельности фирмы.&nbsp; В это время увеличивался интерес к нашей продукции&nbsp; СХ со стороны заграничных рынков, главным образом, европейских.</p>
<p class=""p1"">
	Сегодня фирма COMPLEX S.A. &mdash; это один из ведущих производителей и дистрибуторов частей для промышленных машин, сельскохозяйственной техники и автомобилестроения, высоко оцениваемых и охотно приобретаемых Клиентами во всей Польши и за рубежом.</p>
<p class=""p1"">
	<b>Страна:</b>&nbsp;Польша<br />
	<b>Сайт производителя:&nbsp;</b>http://www.cx.pl/<br />
	<b>Каталог Online:</b>&nbsp;http://www.cx.pl/</p>
<p class=""p1"">
	&nbsp;</p>
<p class=""p1"">
	&nbsp;</p>
<table cellpadding=""0"" cellspacing=""0"">
	<tbody>
		<tr>
			<td class=""td1"" valign=""middle"">
				<p class=""p1"">
					<span class=""s1""><a href=""http://www.complexab.pl/#""><b>CX</b></a></span></p>
			</td>
			<td class=""td2"" valign=""middle"">
				<p class=""p2"">
					Каталог автозапчастей CX</p>
			</td>
		</tr>
	</tbody>
</table>
<p class=""p1"">
	&nbsp;</p>
<p>
	&nbsp;</p>
",,f,t,2014-02-07 12:04:41.162,2014-03-31 20:40:32.291182,,,,{}
170,DBA,,,dba.png,,"<p>
	&nbsp;</p>
<p class=""p1"">
	Страна: Австралия</p>
<p class=""p2"">
	<span class=""s1"">Сайт: <a href=""http://www.dba.com.au/""><span class=""s2"">http://www.dba.com.au/</span></a></span></p>
<p class=""p2"">
	<span class=""s1"">Онлайн каталог: <a href=""http://www.dba.com.au/product-search""><span class=""s2"">http://www.dba.com.au/product-search</span></a></span></p>
<p class=""p3"">
	Фирма DBA (Дисковые тормоза Австралии) является крупнейшим производителем тормозных дисков и тормозных барабанов для автомобилей в Австралии. Производство расположено в городе Silverwater (Сидней, Австралия). Производя основную часть огромного количества тормозных дисков, фирма является лидером на рынке Австралии в сегменте производства тормозных дисков для пассажирских, полноприводных и легких автомобилей.</p>
<p class=""p3"">
	&nbsp;</p>
<p class=""p3"">
	&nbsp;</p>
<table cellpadding=""0"" cellspacing=""0"">
	<tbody>
		<tr>
			<td class=""td1"" valign=""middle"">
				<p class=""p1"">
					<span class=""s1""><a href=""http://www.dba.com.au/catalogue/online-catalogue/"">DBA</a></span></p>
			</td>
			<td class=""td2"" valign=""middle"">
				<p class=""p2"">
					Тормозные диски для автомобилей</p>
			</td>
		</tr>
	</tbody>
</table>
<p>
	&nbsp;</p>
",,f,t,2014-02-07 12:04:41.197,2014-03-31 20:40:32.327398,,,,{}
171,BESF1TS,,,besf1ts.png,,"<p>
	&nbsp;</p>
<p class=""p1"">
	Страна: Корея</p>
<p class=""p2"">
	<span class=""s1"">Сайт: <a href=""http://www.besfits.ru/""><span class=""s2"">http://www.besfits.ru/</span></a></span></p>
<p class=""p2"">
	<span class=""s1"">Онлайн каталог: <a href=""http://www.besfits.ru/catalog""><span class=""s2"">http://www.besfits.ru/catalog</span></a></span></p>
<p class=""p3"">
	С тех пор как в 1999 году Компания MOBIS стала входить в группу Компаний автомобильных компаний HYUNDAI и KIA она становится крупнейшим игроком на рынке, специализирующимся на дистрибуции и экспорте автомобильных запчастей, а также на производстве различных модулей. В качестве лидера рынка автозапчастей Кореи, компания MOBIS поставила перед собой следующую цель &ndash; войти &ldquo;Global Top 5&rdquo;мировых поставщиков автомобильных запчастей. Компания Мобис разработала специальную линейку запасных частей и аксессуаров для автомобилей, вышедших из гарантийного периода. Отличительной особенностью продукции под торговой маркой BESFITS является высокое качество, сопоставимое с оригинальными запчастями и умеренная цена. Запчасти BESFITS хорошо известны среди владельцев корейских автомобилей и занимают достойное место на вторичном рынке автокомплектующих</p>
<p class=""p3"">
	&nbsp;</p>
<p class=""p3"">
	&nbsp;</p>
",,f,t,2014-02-07 12:04:41.23,2014-03-31 20:40:32.376071,,,,{}
172,API,,,,,"<p>
	&nbsp;</p>
<p class=""p1"">
	Страна: Тайвань</p>
<p class=""p1"">
	Сайт:</p>
<p class=""p2"">
	<span class=""s1"">Онлайн каталог: <a href=""http://www.apinz.com/""><span class=""s2"">http://www.apinz.com</span></a></span></p>
<p class=""p3"">
	Auto Parts Industrial - компания, основанная в 1979 г как экспортер запчастей и аксессуаров для автомобилей, в кратчайшие сроки стала общепризнанным поставщиком большого выбора качественных продуктов и безупречного сервиса. Компания сертифицирована в соответствии со стандартами ISO 9002, QS 9000,QS 9001 CAPA и MQVP. Компания специализируется на продаже тонкого листового материала, охлаждающих устройств, фар, зеркал, электрических компонентов, и т.д.</p>
",,f,t,2014-02-07 12:04:41.265378,2014-03-31 20:40:32.389865,,,,{}
173,BEHR,,,behr.png,9000,"<p>
	&nbsp;</p>
<p class=""p1"">
	Behr Hella Service&nbsp;&ndash; это совместное предприятие, учрежденное двумя компаниями, история каждой из которых насчитывает несколько десятилетий:&nbsp;Behr&nbsp;и&nbsp;Hella. Оно было учреждено в 2005 году с целью совместной работы на всемирном рынке систем охлаждения и кондиционирования воздуха для автомобильной промышленности. Компании-партнеры обладают равными долями.</p>
<p class=""p1"">
	Это совместное предприятие стало логическим продолжением предшествовавшего ему сотрудничества компаний&nbsp;Behr&nbsp;и&nbsp;Hella&nbsp;в области климатических систем и передовой электроники для оригинальных конвейеров. Совместное же предприятие стало сильным игроком и на рынке послегарантийной продукции по всему миру.</p>
<p class=""p1"">
	Благодаря лидирующим позициям каждого из партнеров в своей области, сегодня объединенная компания является лидером в области термоменеджмента. Ее покупатели включают как автопроизводителей, так и игроков вторичного рынка. Ассортимент компании включает в себя любые детали, от радиаторов и интеркулеров до термостатов и температурных датчиков.</p>
<p class=""p1"">
	Не менее сильны и позиции компании в области автомобильной электроники и светотехники. Многолетняя история лидерства компании&nbsp;Hella&nbsp;в этой области и сотрудничество со всеми ведущими автомобильными производителями гарантирует покупателю оригинальное качество.</p>
<p class=""p1"">
	Продукция&nbsp;Behr Hella Service&nbsp;широко представлена в ассортименте компании Автоконтинент различными товарными группами &mdash; от оптики и электрики&nbsp;Hella, до радиаторов&nbsp;Behr&nbsp;и термостатов&nbsp;Behr Thermot-Thronik.</p>
<p class=""p1"">
	<b>Страна:</b>&nbsp;Германия<br />
	<b>Сайт производителя:</b>&nbsp;http://www.behrhellaservice.com/<br />
	<b>Каталог Online:</b>&nbsp;http://www.behrhellaservice.com/behrhellaservice-com-en/264.html</p>
<p class=""p1"">
	&nbsp;</p>
<p class=""p1"">
	&nbsp;</p>
<p class=""p1"">
	&nbsp;</p>
<p class=""p1"">
	&nbsp;</p>
<p class=""p1"">
	Страна: Германия</p>
<p class=""p2"">
	<span class=""s1"">Сайт: <a href=""http://www.behr.de/""><span class=""s2"">http://www.behr.de/</span></a></span></p>
<p class=""p2"">
	<span class=""s1"">Онлайн каталог: <a href=""http://webshoppilot.tecdoc.net/bhs/?language=ru""><span class=""s2"">http://webshoppilot.tecdoc.net/bhs/?language=ru</span></a></span></p>
<p class=""p3"">
	Компания Behr GmbH &amp; Co - один из признанных лидеров в области производства систем кондиционирования для автомобилей и охлаждения двигателей. История компании начинается в 1907 году, когда была образована компания Suddeutschen Kuhlerfabrik Julius Fr. Behr (S.K.F.). Спустя три года были проведены испытания сотового радиатора и пластинчатых систем. А в 1921 году были произведены первые радиаторы из стали и легких металлов. В 1937 году компания строит свою собственную аэродинамическую трубу, где проводились исследования радиаторов и автомобилей марок Mercedes, Volkswagen. В 50-х годах начинается серийный выпуск кондиционеров со встроенным фильтром, конденсатором, компрессором, регулировочным рычагом для Merсedes-Benz 300. С 1965 года начинается производство муфт вентилятора марки Visco, снижающих потребление топлива и уровень шума. С 1981 года компания запускает производство ребристых трубчатых радиаторов, а в конце 80-х создает производство и внедряет в автомобилях электронно-управляемые кондиционеры. Первым таким автомобилем стала одна из моделей BMW 7-ой серии. В 1989 году компания меняет свое название на Behr GmbH &amp; Co и постоянно совершенствует технологический процесс и активно занимается разработкой новых конструкторских решений. В настоящее время результатом новых разработок можно назвать создание кондиционеров 4 зоны и работающих на СО2, алюминиевых теплообменников Monoblock, поддающихся переработке по истечению срока службы и содержащих в себе функциональный блок, объединяющий в себе охладитель и конденсатор, а также охладитель выхлопных газов, что позволяет снизить выброс вредных выбросов в атмосферу. Помимо основного направления, компания BEHR GmbH &amp; Co занимается разработкой и производством термостатических регуляторов для контура циркуляции теплоносителей</p>
<p class=""p1"">
	&nbsp;</p>
",,f,t,2014-02-07 12:04:41.299,2014-03-31 20:40:32.465588,,,,{}
174,JP,,,jp.png,8000,"<p>
	&nbsp;</p>
<div style=""margin: 10px 0px 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; color: rgb(29, 29, 29); font-family: tahoma, arial, helvetica, sans-serif; line-height: 18px; height: 70px; width: 771px; "">
	<div style=""margin: 10px 0px 0px 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; float: left; "">
		<div style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; "">
			Страна: Дания</div>
		<div style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; "">
			Сайт:&nbsp;<a href=""http://www.jpgroup.dk/"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; "" target=""_blank"">http://www.jpgroup.dk/</a></div>
		<div style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; "">
			Онлайн каталог:&nbsp;<a href=""http://eshop.jpgroup.dk/"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; "" target=""_blank"">http://eshop.jpgroup.dk/</a></div>
	</div>
</div>
<div style=""margin: 0px; padding: 0px 0px 20px; border: 0px; outline: 0px; vertical-align: baseline; color: rgb(29, 29, 29); font-family: tahoma, arial, helvetica, sans-serif; line-height: 18px; "">
	<p style=""margin: 0px 0px 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; text-align: justify; text-indent: 20px; "">
		JP Group Automotive представляет сплоченную группу компаний, совмещающих европейское машиностроение и know-how с подбором лучших поставщиков по всему миру и высокоэффективной сетью дистрибьюторов. Имя &laquo;JP Group Automotive&raquo; включает в себя три компании, которые являются участниками автомобильной отрасли в области запчастей: JP Group a/s, Dansk Autopart a/s, Hovwdiaudi a/s. Группа объединена единой стратегией управления, материальными активами, человеческими ресурсами, качеством продукта и функциями администрирования. Сам холдинг компаний JP Group Holding a/s был основан в 1994 году для того, чтобы укрепить связь между компаниями и обеспечить скорое развитие в будущем. В структуре JP Group Holding также можно найти Johs. Pedersen Maskinfabrik a/s. На сегодняшний день это современный автоматизированный машиностроительный завод, который обрабатывает задачи от стадии концепции и до завершающей стадии производства. Высоких результатов удается достигать благодаря постоянному движению вперед, эргономичному дизайну и изготовлению опытных образцов перед запуском в производство. Завод принимает участие в развитии JP Group Automotive, предоставляет know-how, инструментальную оснастку, свои производственные мощности</p>
</div>
<p>
	&nbsp;</p>
",,f,t,2014-02-07 12:04:41.334,2014-03-31 20:40:32.581536,,,,{}
175,ELRING,,,elring.png,8000,"<p>
	&nbsp;</p>
<p style=""margin: 0px; padding: 3px 0px; outline: 0px; border: none; line-height: 18px; color: rgb(51, 51, 51); font-family: Arial, Verdana, Tahoma; "">
	Elring are an original equipment suppliers of engine and gearbox seals, head gaskets and head sets. The head and other gaskets come under considerable stress and therefore you must use Elring as they are trusted by the manufacturers.</p>
<p>
	<a href=""http://www.elring.de/index_en.php"" style=""margin: 0px; padding: 0px; outline: 0px; font-size: 11px; border: none; font-weight: bold; color: rgb(5, 106, 196); text-decoration: none; font-family: Arial, Verdana, Tahoma; "" target=""_blank"">www.elring.de</a></p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
<p>
	<span style=""color: rgb(48, 48, 48); font-family: Arial, sans-serif; line-height: 18px; "">Компания ElringKlinger AG основана в 1879 году в Германии. На данное время компания имеет свыше 20 заводов, на которых работают более 8000 человек. Продукция компании ERLING насчитывает около 20000 наименований, в том числе: комплекты прокладок и уплотнений для двигателей, металлические многослойные прокладки головок блоков цилиндров, манжетные уплотнения валов двигателя и трансмиссии (сальники), маслосъемные колпачки клапанов, профессиональные герметики, тефлоновая уплотнительная лента, болты крепления головок блоков, экранирующие кожухи и корпусы, специальные наборы уплотнителей для картеров, впускных и выпускных коллекторов, водяных насосов, турбонагнетателей, мостов и т. д., прокладки по индивидуальным заказам, ассортимент удовлетворяет потребности около 98% европейских моделей, 60% азиатских, 80% отечественных, 65% европейских грузовых автомобилей.&nbsp;</span><br style=""color: rgb(48, 48, 48); font-family: Arial, sans-serif; line-height: 18px; "" />
	<br style=""color: rgb(48, 48, 48); font-family: Arial, sans-serif; line-height: 18px; "" />
	<span style=""color: rgb(48, 48, 48); font-family: Arial, sans-serif; line-height: 18px; "">Известность марки Elring в России, отличная репутация, широкий ассортимент позволяют добиться высоких объемов продаж. Elring лидирует в новых технологиях благодаря мощному исследовательскому центру. Профессиональное качество продукции Elring гарантирует отсутствие претензий клиентов к качеству. Подробные каталоги облегчают поиск необходимых деталей, а рекомендации по использованию служат гарантией правильного использования. Наличие герметиков различного назначения полностью удовлетворяет потребности любого автолюбителя и дополнит ассортимент любого автосервиса.&nbsp;</span><br style=""color: rgb(48, 48, 48); font-family: Arial, sans-serif; line-height: 18px; "" />
	<br style=""color: rgb(48, 48, 48); font-family: Arial, sans-serif; line-height: 18px; "" />
	<span style=""color: rgb(48, 48, 48); font-family: Arial, sans-serif; line-height: 18px; "">Продукция ERLING поставляется на конвейеры таких автогигантов как: Alfa-Romeo, Audi, BMW, Citroеn, Daewoo, DAF, Deutz, Fiat, Ford Honda, Hyundai IHC, IVECO, KIA, Lada, Lancia, MAN, Mazda, Mercedes-Benz, Mitsubishi, MWM, Nissan, Opel, Peugeot, Porsche, Renault, Rover, Saab, Scania, Seat, Skoda, Smart SsangYong, Subaru, Suzuki, Talbot, Toyota, Vauxhall, Volkswagen, Volvo.</span></p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
<p>
	<span style=""background-color: transparent; color: rgb(29, 29, 29); font-family: tahoma, arial, helvetica, sans-serif; line-height: 18px; "">Страна: Германия</span></p>
<div style=""margin: 10px 0px 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; color: rgb(29, 29, 29); font-family: tahoma, arial, helvetica, sans-serif; line-height: 18px; height: 70px; width: 771px; "">
	<div style=""margin: 10px 0px 0px 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; float: left; "">
		<div style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; "">
			Сайт:&nbsp;<a href=""http://www.elring.ru/"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; "" target=""_blank"">http://www.elring.ru/</a></div>
		<div style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; "">
			Онлайн каталог:&nbsp;<a href=""http://webshoppilot.tecdoc.net/elring/?language=ru"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; "" target=""_blank"">http://webshoppilot.tecdoc.net/elring/?language=ru</a></div>
	</div>
</div>
<div style=""margin: 0px; padding: 0px 0px 20px; border: 0px; outline: 0px; vertical-align: baseline; color: rgb(29, 29, 29); font-family: tahoma, arial, helvetica, sans-serif; line-height: 18px; "">
	<p style=""margin: 0px 0px 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; text-align: justify; text-indent: 20px; "">
		ElringKlinger - всемирно известный партнер в разработках и производитель комплектующих деталей для первичной оснастки: прокладки под головку блока цилиндров, специальных прокладок, модуля клапанной крышки и средств экранирования для двигателей, коробок передач и газовыхлопных систем. Ежедневно в движении находятся миллионы двигателей, оснащенных с использованием наших технологий. Являясь единственным независимым производителем прокладок мирового масштаба, компания поставляет продукцию почти всем производителям автомобилей Европы, Северной и Южной Америки, а также многим азиатским автомобильным компаниям. Лидерство в технологиях и компетентность в области комплектующих деталей для первичной оснастки автомобилей являются залогом успеха наших автомобильных запчастей: прокладки, комплекты прокладок и другие комплектующие детали Elring известны в более чем 140 странах благодаря их прочности и надежности.</p>
</div>
<p>
	&nbsp;</p>
",,f,t,2014-02-07 12:04:41.368,2014-03-31 20:40:32.665643,,,,{}
176,RAYBESTOS,,,raybestos.png,7000,"<p>
	sdf</p>
",,f,t,2014-02-07 12:04:41.459,2014-03-31 20:40:32.740094,,,,{}
177,CORTECO,,,corteco.png,8000,"<p>
	d</p>
",,f,t,2014-02-07 12:04:41.518,2014-03-31 20:40:32.812719,,,,{}
178,BREMI,,,bremi.png,8000,"",,f,t,2014-02-07 12:04:41.554,2014-03-31 20:40:32.915099,,,,{}
